"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"TicketNetwork",,"11451153","Concerts - Blink 182","Blink 182 Tickets at TicketNetwork.com","Blink 182, concert, music, fun, tickets","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11451153-1405698138000"" target=""_blank"">Blink 182 Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11451153-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151033?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11451153-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11574513","Concerts-Billy Joel","Concerts, Billy Joel","","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11574513-1405698138000"" target=""_blank"">Billy Joel</a><img src=""http://www.tqlkg.com/image-7839687-11574513-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151034?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11574513-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11007266","Concerts - Grand Ole Opry - 88 x 31","Buy Grand Ole Opry Tickets","Grand Ole Opry, Tickets, Nashville","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11007266-1405698138000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11007266-1405698138000"" width=""88"" height=""31"" alt=""Buy Grand Ole Opry Tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151035?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11007266-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11034322","Concerts - Toby Keith","Toby Keith Tickets at TicketNetwork.com","Toby Keith, country, music, concert, tickets,","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11034322-1405698138000"" target=""_blank"">Toby Keith Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11034322-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151036?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11034322-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11671648","Concerts- Katy Perry","Katy Perry Tickets at TicketNetwork.com","Katy Perry, Katy Perry Tickets, Katy Perry Tour, Katy Perry Concert, Prismatic, Prismatic Tour, Prismatic Tickets","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11671648-1405698138000"" target=""_blank"">Katy Perry Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11671648-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151037?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11671648-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketLiquidator",,"10755552","Concert tickets","Whatever the concert, we have tickets to it! Check out our huge concert tickets inventory today and select the hottest concert tickets in the world!","concert tickets, cheap concert tickets, concert schedule, concert tour tickets","Banner","0.00 € EUR","N/A","21-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-10755552-1405955857000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-10755552-1405955857000"" width=""468"" height=""60"" alt=""Find cheap concert tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151046?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-10755552-1405955857000","Product","","","","Events","2916100","Active","English","No"
"TicketNetwork",,"11001716","Concerts - Big Time Rush - 120 x 60","Buy Big Time Rush Tickets","Big Time Rush, Tickets, Boy Band, pop music, rock music","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11001716-1405698138000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11001716-1405698138000"" width=""120"" height=""60"" alt=""Buy Big Time Rush Tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151038?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11001716-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"10766888","Concerts - Lady Gaga - 728 x 90","Lady Gaga Tickets","Lady Gaga, concerts, TicketNetwork, Ticket Network","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-10766888-1405698138000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-10766888-1405698138000"" width=""728"" height=""90"" alt=""TicketNetwork.com gets you in!"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151039?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-10766888-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11486331","Concerts - Elton John","Elton John Tickets at TicketNetwork.com","Elton John, tickets, fun, music","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11486331-1405698138000"" target=""_blank"">Elton John Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11486331-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151041?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11486331-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11663181","Concerts- Kanye West","Kanye West Tickets at TicketNetwork.com","Kanye West, Kanye, Yeezus tour","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11663181-1405698138000"" target=""_blank"">Kanye West Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11663181-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151042?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11663181-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11663148","Concerts- Lorde","Lorde Tickets at TicketNetwork.com","Lorde, royals, music, concert, tickets","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11663148-1405698138000"" target=""_blank"">Lorde Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11663148-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151043?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11663148-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11296153","Concerts - New Kids on the Block","New Kids on the Block tickets at TicketNetwork.com","New Kids on the Block, NKOTB, the package tour","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11296153-1405698138000"" target=""_blank"">New Kids on the Block Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11296153-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151044?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11296153-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11334369","Concerts - John Mayer","John Mayer tickets at TicketNetwork.com","John Mayer, John, Mayer, music, live music, fun, concert","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11334369-1405698138000"" target=""_blank"">John Mayer Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11334369-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151045?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11334369-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketLiquidator",,"10755552","Concert tickets","Whatever the concert, we have tickets to it! Check out our huge concert tickets inventory today and select the hottest concert tickets in the world!","concert tickets, cheap concert tickets, concert schedule, concert tour tickets","Banner","0.00 € EUR","N/A","21-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-10755552-1405955857000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-10755552-1405955857000"" width=""468"" height=""60"" alt=""Find cheap concert tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151046?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-10755552-1405955857000","Product","","","","Events","2916100","Active","English","No"
"TicketNetwork",,"11139791","Concerts - R. Kelly","R. Kelly tickets at TicketNetwork.com","R. Kelly, R&B, tickets, concert, tour","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11139791-1405698138000"" target=""_blank"">R. Kelly Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11139791-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151047?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11139791-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11351984","Concerts - Lil Wayne","Lil Wayne","Lil Wayne, concerts, fun, rap, Lil, Wayne, live music, music","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11351984-1405698138000"" target=""_blank"">Lil Wayne Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11351984-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151048?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11351984-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11420246","Concerts - Bob Dylan","Bob Dylan","Bob Dylan, music, classic, folk, live music, fun, tickets, concert, Bob, Dylan,","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11420246-1405698138000"" target=""_blank"">Bob Dylan Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11420246-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151049?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11420246-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"10840378","Concerts (Elton John)","Buy Elton John Tickets!","Elton John, Music, Show, lyrics, rock music, concert, tickets","Text Link","0.00 € EUR","N/A","18-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-10840378-1405698138000"" target=""_blank"">Elton John Tickets</a><img src=""http://www.tqlkg.com/image-7839687-10840378-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151050?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-10840378-1405698138000","Product","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11190046","New York City Concert Events","New York City Concert Events","New York, NYC, New York City, Concerts, Events, Tickets","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11190046-1405698138000"" target=""_blank"">New York City Concert Events Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11190046-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151051?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11190046-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"10980004","Concerts - Zac Brown Band","Zac Brown Band Tickets on TicketNetwork.com","Zac Brown Band tickets, concerts, country, southern rock, Zac Brown Band","Text Link","0.00 € EUR","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-10980004-1405698138000"" target=""_blank"">Zac Brown Band Tickets</a><img src=""http://www.tqlkg.com/image-7839687-10980004-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151052?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-10980004-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11317169","Concert - The Black Crowes","The Black Crowes","The Black Crowes, black, crowes, concert, concerts, fun, live music, music","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11317169-1405698138000"" target=""_blank"">The Black Crowes Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11317169-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151053?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11317169-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11342935","Concerts - Beyonce","Buy Tickets to See Beyonce Live!","Beyonce, Jay-Z, concerts, tickets, fun, singing","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11342935-1405698138000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11342935-1405698138000"" width=""250"" height=""250"" alt=""Buy Tickets to See Beyonce Live!"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151054?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11342935-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11342937","Concerts - Beyonce","Buy Tickets to See Beyonce Live!","Beyonce, Jay-Z, concerts, fun, singing, tickets","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11342937-1405698138000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-11342937-1405698138000"" width=""728"" height=""90"" alt=""Buy Tickets to See Beyonce Live!"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151055?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11342937-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11627636","Concerts- Prince","Buy Prince tickets are TicketNetwork.com","Prince, concert","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11627636-1405698138000"" target=""_blank"">Prince Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11627636-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151056?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11627636-1405698138000","N/A","","","","Events","2288710","Active","English","No"
